2026-03-17T15:12:14.068357 | discord | cost=$0.038186700000000004 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 9638, "cache_read_input_tokens": 6284, "output_tokens": 10, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 9638, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T00:22:46.578340 | discord | cost=$0.01201695 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 803, "cache_read_input_tokens": 15139, "output_tokens": 297, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 803, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T00:23:37.026493 | discord | cost=$0.0416469 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 3584, "cache_read_input_tokens": 65063, "output_tokens": 578, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 3584, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T00:25:14.402148 | discord | cost=$0.0884919 | tokens={"input_tokens": 9, "cache_creation_input_tokens": 9464, "cache_read_input_tokens": 121033, "output_tokens": 1111, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 9464, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T00:33:10.227748 | discord | cost=$0.1517133 | tokens={"input_tokens": 10, "cache_creation_input_tokens": 12070, "cache_read_input_tokens": 156636, "output_tokens": 3962, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 12070, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:03:17.313924 | discord | cost=$0.00765945 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 785, "cache_read_input_tokens": 15139, "output_tokens": 11, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 785, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:04:18.478699 | discord | cost=$0.05525385 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 7663, "cache_read_input_tokens": 64882, "output_tokens": 469, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 7663, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:06:26.883800 | discord | cost=$0.014989950000000002 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 1069, "cache_read_input_tokens": 31064, "output_tokens": 110, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 1069, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:18:42.477196 | discord | cost=$0.01750305 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 1639, "cache_read_input_tokens": 31066, "output_tokens": 135, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 1639, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:22:04.216720 | discord | cost=$0.11465625 | tokens={"input_tokens": 7, "cache_creation_input_tokens": 20593, "cache_read_input_tokens": 87605, "output_tokens": 742, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 20593, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:23:24.647378 | discord | cost=$0.09281804999999999 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 15475, "cache_read_input_tokens": 95746, "output_tokens": 403, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 15475, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:23:27.849631 | discord | cost=$0.06222 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 15404, "cache_read_input_tokens": 13970, "output_tokens": 17, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 15404, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:24:49.005663 | discord | cost=$0.08463960000000001 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 17252, "cache_read_input_tokens": 43392, "output_tokens": 461, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 17252, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:36:27.467010 | discord | cost=$0.08326875 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 17661, "cache_read_input_tokens": 13970, "output_tokens": 856, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 17661, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T01:47:10.241811 | discord | cost=$0.09109500000000001 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 18696, "cache_read_input_tokens": 13970, "output_tokens": 1119, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 18696, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:06:07.617701 | discord | cost=$0.08707875 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 19829, "cache_read_input_tokens": 13970, "output_tokens": 568, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 19829, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:09:07.977055 | discord | cost=$0.08509125 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 20415, "cache_read_input_tokens": 13970, "output_tokens": 289, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 20415, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:11:17.162173 | discord | cost=$0.09598379999999998 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 20900, "cache_read_input_tokens": 48656, "output_tokens": 200, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 20900, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:21:52.725097 | discord | cost=$0.33571545 | tokens={"input_tokens": 12, "cache_creation_input_tokens": 30713, "cache_read_input_tokens": 381719, "output_tokens": 7066, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 30713, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:28:12.520589 | discord | cost=$0.12679125 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 31731, "cache_read_input_tokens": 13970, "output_tokens": 240, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 31731, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:30:12.960860 | discord | cost=$0.2037033 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 34566, "cache_read_input_tokens": 154426, "output_tokens": 1849, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 34566, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:34:50.616247 | discord | cost=$0.42390914999999996 | tokens={"input_tokens": 14, "cache_creation_input_tokens": 44465, "cache_read_input_tokens": 500578, "output_tokens": 7130, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 44465, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:43:06.091933 | discord | cost=$0.38600235 | tokens={"input_tokens": 12, "cache_creation_input_tokens": 50139, "cache_read_input_tokens": 571467, "output_tokens": 1767, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 50139, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:51:23.209156 | discord | cost=$0.19792875000000001 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 50485, "cache_read_input_tokens": 13970, "output_tokens": 294, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 50485, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:54:08.423803 | discord | cost=$0.4445016 | tokens={"input_tokens": 12, "cache_creation_input_tokens": 56292, "cache_read_input_tokens": 619902, "output_tokens": 3160, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 56292, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T02:58:32.230054 | discord | cost=$0.3195207 | tokens={"input_tokens": 7, "cache_creation_input_tokens": 58562, "cache_read_input_tokens": 301924, "output_tokens": 621, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 58562, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18_0800 | cron | cost=0.12872085 | session=7d36df9c-393f-4a7d-aaf0-7cfc6a652922
2026-03-18T08:00:48.679578 | discord | cost=$0.04104765 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 8301, "cache_read_input_tokens": 24473, "output_tokens": 171, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 8301, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T08:02:02.861248 | discord | cost=$0.05492295 | tokens={"input_tokens": 5, "cache_creation_input_tokens": 10199, "cache_read_input_tokens": 38239, "output_tokens": 346, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 10199, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T08:05:21.567920 | discord | cost=$0.05178630000000001 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 5010, "cache_read_input_tokens": 66236, "output_tokens": 874, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 5010, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T08:07:06.785897 | discord | cost=$0.05113380000000001 | tokens={"input_tokens": 6, "cache_creation_input_tokens": 6036, "cache_read_input_tokens": 71836, "output_tokens": 462, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 6036, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T08:07:48.986926 | discord | cost=$0.02664375 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 5921, "cache_read_input_tokens": 13970, "output_tokens": 16, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 5921, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18_1100 | cron | cost=0.10029779999999999 | session=38bc60f8-8cd3-4d52-880f-de5cc9b9ee51
2026-03-18T13:23:34.808571 | discord | cost=$0.0406317 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 9802, "cache_read_input_tokens": 6284, "output_tokens": 132, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 9802, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:25:42.805733 | discord | cost=$0.04334115 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 9085, "cache_read_input_tokens": 21368, "output_tokens": 190, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 9085, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:27:32.464572 | discord | cost=$0.049629299999999994 | tokens={"input_tokens": 5, "cache_creation_input_tokens": 8706, "cache_read_input_tokens": 45006, "output_tokens": 231, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 8706, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:28:34.292086 | discord | cost=$0.0667239 | tokens={"input_tokens": 5, "cache_creation_input_tokens": 11354, "cache_read_input_tokens": 63388, "output_tokens": 341, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 11354, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:30:15.445333 | discord | cost=$0.10139385 | tokens={"input_tokens": 8, "cache_creation_input_tokens": 13013, "cache_read_input_tokens": 144437, "output_tokens": 616, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 13013, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:30:43.890845 | discord | cost=$0.07330305000000001 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 15171, "cache_read_input_tokens": 41166, "output_tokens": 270, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 15171, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:32:29.059818 | discord | cost=$0.23121914999999996 | tokens={"input_tokens": 10, "cache_creation_input_tokens": 47985, "cache_read_input_tokens": 113518, "output_tokens": 1146, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 47985, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:35:23.559594 | discord | cost=$0.10368150000000001 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 25878, "cache_read_input_tokens": 0, "output_tokens": 442, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 0, "ephemeral_5m_input_tokens": 25878}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:45:05.783445 | discord | cost=$0.1854615 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 46148, "cache_read_input_tokens": 20015, "output_tokens": 426, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 46148, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:46:09.474958 | discord | cost=$0.23215875000000002 | tokens={"input_tokens": 5, "cache_creation_input_tokens": 56427, "cache_read_input_tokens": 45675, "output_tokens": 456, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 0, "ephemeral_5m_input_tokens": 56427}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:51:52.445461 | discord | cost=$0.10416 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 26464, "cache_read_input_tokens": 13970, "output_tokens": 48, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 26464, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T13:58:55.449862 | discord | cost=$0.12207 | tokens={"input_tokens": 4, "cache_creation_input_tokens": 27166, "cache_read_input_tokens": 54635, "output_tokens": 253, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 27166, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:00:50.251849 | discord | cost=$0.10950375 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 27849, "cache_read_input_tokens": 13970, "output_tokens": 58, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 27849, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:04:07.391171 | discord | cost=$0.11706 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 28076, "cache_read_input_tokens": 13970, "output_tokens": 505, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 28076, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:18:15.540988 | discord | cost=$0.30227085 | tokens={"input_tokens": 11, "cache_creation_input_tokens": 36957, "cache_read_input_tokens": 389197, "output_tokens": 3126, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 36957, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:23:04.130238 | discord | cost=$0.32412630000000003 | tokens={"input_tokens": 9, "cache_creation_input_tokens": 44412, "cache_read_input_tokens": 339681, "output_tokens": 3710, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 44412, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:27:00.789262 | discord | cost=$0.32444835 | tokens={"input_tokens": 9, "cache_creation_input_tokens": 49281, "cache_read_input_tokens": 381842, "output_tokens": 1671, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 49281, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:34:39.846307 | discord | cost=$0.192075 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 49872, "cache_read_input_tokens": 13970, "output_tokens": 57, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 49872, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18_1100 | cron | cost=0.27597374999999996 | session=4cb538ec-3e8c-493e-a4ee-c499a80d3b21
2026-03-18T15:43:18.764646 | discord | cost=$0.47123954999999995 | tokens={"input_tokens": 14, "cache_creation_input_tokens": 63331, "cache_read_input_tokens": 614971, "output_tokens": 3281, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 63331, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T15:45:56.000926 | discord | cost=$0.21682875 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 56385, "cache_read_input_tokens": 13970, "output_tokens": 79, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 56385, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T15:46:30.892416 | discord | cost=$0.21840374999999998 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 56489, "cache_read_input_tokens": 13970, "output_tokens": 158, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 56489, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T15:47:04.536373 | discord | cost=$0.21711 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 56652, "cache_read_input_tokens": 13970, "output_tokens": 31, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 56652, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:03:35.880121 | discord | cost=$0.41863225 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 65257, "cache_read_input_tokens": 8622, "output_tokens": 258, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 65257, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:08:29.964482 | discord | cost=$1.2473525 | tokens={"input_tokens": 12, "cache_creation_input_tokens": 135020, "cache_read_input_tokens": 625585, "output_tokens": 3625, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 0, "ephemeral_5m_input_tokens": 135020}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:18:04.542855 | discord | cost=$0.4458655 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 70028, "cache_read_input_tokens": 14051, "output_tokens": 46, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 70028, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
2026-03-18T14:18:32.874720 | discord | cost=$0.44675924999999994 | tokens={"input_tokens": 3, "cache_creation_input_tokens": 70087, "cache_read_input_tokens": 14051, "output_tokens": 67, "server_tool_use": {"web_search_requests": 0, "web_fetch_requests": 0}, "service_tier": "standard", "cache_creation": {"ephemeral_1h_input_tokens": 70087, "ephemeral_5m_input_tokens": 0}, "inference_geo": "", "iterations": [], "speed": "standard"}
